Time (minutes),Cumulative Cost
1342,943345.3509609028
1343,943838.2260465192
1344,944339.806786386
1345,944830.9400037039
1346,945323.9439387625
1347,945813.4973850902
1348,946277.9421404491
1349,946776.8923397077
1350,947283.3592436858
1351,947773.6610296424
1352,948282.049935652
1353,948805.997217636
1354,949355.0169055092
1355,949902.3865182669
1356,950423.7924641322
1357,951009.2877640126
1358,951590.3275153652
1359,952170.7683214219
1360,952744.1270632292
1361,953328.202811032
1362,953899.2890158956
1363,954511.4067502448
1364,955068.8506122709
1365,955634.3865936683
1366,956234.9310947086
1367,956775.9115662917
1368,957345.9902059496
1369,957959.5678442636
1370,958528.3029615674
1371,959126.1225076851
1372,959740.699568536
1373,960326.6669229317
1374,960929.1426691858
1375,961528.6779058448
1376,962122.7807247151
1377,962723.9383877176
1378,963311.05029099
1379,963882.6378350513
1380,964513.4173838912
1381,965145.6681248591
1382,965764.6429456101
1383,966347.3562252509
1384,966981.5027824078
1385,967599.325734794
1386,968236.3886627555
1387,968859.309101256
1388,969580.7354292586
1389,972090.4122685143
1390,974631.033948921
1391,977018.249265195
1392,979402.0063882477
1393,981874.9559320095
1394,982559.1576903441
1395,985066.6894640998
1396,987592.2115095053
1397,990149.2503351541
1398,992526.6113560047
1399,993219.0573247069
1400,995737.124559068
1401,998246.4165277443
1402,1000735.2857133176
1403,1001431.736120353
1404,1004008.4075368979
1405,1006342.2580740217
1406,1007027.224004211
1407,1009380.9645117869
1408,1010085.6128545301
1409,1012704.7405873351
1410,1015132.7350385392
1411,1017714.9384056041
1412,1018394.6246747639
1413,1020893.966171082
1414,1023330.1173417412
1415,1025662.1008222434
1416,1026266.5229719155
1417,1026840.8760339762
1418,1027471.3900288093
1419,1028054.4799126353
1420,1028680.7709949232
1421,1029263.7872928964
1422,1029870.2979614696
1423,1030474.8513121159
1424,1031105.5631635888
1425,1031706.7017568271
1426,1032299.6605895187
1427,1032925.4776658505
1428,1033597.3894869726
1429,1034173.4932945096
1430,1034780.7905657762
1431,1035438.2778059029
1432,1036078.9781101856
1433,1036712.1674546694
1434,1037316.0443183794
1435,1037915.5351566423
1436,1038555.6074979644
1437,1039182.0681820032
1438,1039784.7323938076
1439,1040387.8731888992
